Breed;Age_in_years;Age_in_months;Gender;Neutered_or_spayed;Body_length;Weight;Fur_colour_dominant;Fur_pattern;Eye_colour;Allowed_outdoor;Preferred_food;Owner_play_time_minutes;Sleep_time_hours;Country;Latitude;Longitude
Maine coon;6.17;74;male;FALSE;87;11.5;black;bicolor;yellow;FALSE;wet;30;13;USA;42.35843;-71.05977
Maine coon;6.17;74;female;TRUE;45;3.65;brown/chocolate;solid;yellow;FALSE;dry;22;16;USA;40.71427;-74.00597
Maine coon;6.25;75;male;FALSE;87;8.3;brown/chocolate;tabby;yellow;FALSE;dry;36;13;USA;47.60621;-122.33207
Maine coon;6.25;75;female;FALSE;54;4.13;brown/chocolate;tabby;yellow;FALSE;dry;36;13;USA;40.71427;-74.00597
Maine coon;6.25;75;male;TRUE;56;8.2;red/cream;tabby;yellow;FALSE;wet;23;13;USA;38.89511;-77.03637
Maine coon;6.25;75;male;TRUE;60;9.9;red/cream;tabby;yellow;FALSE;wet;10;17;USA;47.60621;-122.33207
Maine coon;6.25;75;male;TRUE;73;11.2;white;solid;blue;FALSE;wet;21;13;Germany;52.520008;13.404954
Maine coon;6.33;76;female;TRUE;41;6.92;black;solid;yellow;TRUE;wet;27;13;USA;47.60621;-122.33207
Maine coon;6.33;76;female;TRUE;42;8.13;brown/chocolate;tabby;yellow;FALSE;dry;19;16;USA;38.89511;-77.03637
Maine coon;6.33;76;female;TRUE;41;4.2;brown/chocolate;tabby;green;FALSE;wet;17;13;USA;38.89511;-77.03637
Maine coon;6.33;76;female;FALSE;62;8.31;black;solid;yellow;FALSE;dry;9;13;USA;40.71427;-74.00597
Maine coon;6.42;77;male;FALSE;70;8.1;brown/chocolate;tabby;yellow;FALSE;wet;27;13;USA;39.29038;-76.61219
Maine coon;6.42;77;male;TRUE;66;11.3;brown/chocolate;tabby;yellow;FALSE;wet;33;13;USA;39.29038;-76.61219
Maine coon;6.42;77;female;FALSE;63;6.84;black;solid;yellow;FALSE;wet;13;16;USA;42.35843;-71.05977
Maine coon;6.5;78;male;FALSE;84;11.3;brown/chocolate;tabby;yellow;FALSE;wet;11;13;USA;37.77493;-122.41942
Maine coon;6.67;80;male;TRUE;59;8.4;black;solid;green;TRUE;dry;27;17;USA;40.71427;-74.00597
Maine coon;6.67;80;male;TRUE;76;9.4;black;solid;yellow;FALSE;wet;36;17;USA;42.35843;-71.05977
Maine coon;6.67;80;male;FALSE;84;10.2;red/cream;tabby;yellow;FALSE;dry;33;17;USA;40.71427;-74.00597
Maine coon;6.75;81;male;TRUE;51;8.7;black;solid;yellow;FALSE;wet;13;13;USA;45.52345;-122.67621
Maine coon;6.75;81;male;TRUE;75;11.7;brown/chocolate;tabby;yellow;FALSE;wet;18;13;USA;37.77493;-122.41942
Maine coon;6.75;81;male;TRUE;56;9.7;white;solid;yellow;TRUE;wet;18;17;USA;41.881832;-87.623177
Maine coon;6.83;82;female;FALSE;76;7.24;brown/chocolate;tabby;yellow;FALSE;dry;35;16;Germany;48.137154;11.576124
Maine coon;6.83;82;female;TRUE;63;7.82;brown/chocolate;tortie;yellow;FALSE;wet;18;16;Germany;48.137154;11.576124
Maine coon;6.83;82;male;TRUE;78;8.7;black;solid;yellow;FALSE;wet;9;13;Germany;48.137154;11.576124
Maine coon;6.83;82;male;TRUE;78;7.5;brown/chocolate;tabby;green;TRUE;dry;9;16;Germany;52.520008;13.404954
Maine coon;6.83;82;female;FALSE;49;8.41;black;solid;yellow;FALSE;dry;34;13;Germany;48.137154;11.576124
Maine coon;6.83;82;female;TRUE;37;6.98;white;solid;yellow;FALSE;wet;34;13;Germany;51.227741;6.773456
Maine coon;6.92;83;male;TRUE;48;6.2;red/cream;tabby;yellow;FALSE;wet;23;17;Germany;51.227741;6.773456
Maine coon;6.92;83;male;TRUE;59;9.8;black;solid;yellow;FALSE;wet;36;17;Germany;51.227741;6.773456
Maine coon;6.92;83;male;FALSE;75;9.3;black;solid;yellow;FALSE;wet;25;16;Germany;52.520008;13.404954
Maine coon;6.92;83;male;FALSE;78;8.8;red/cream;tabby;yellow;FALSE;wet;29;13;Germany;50.110924;8.682127
Maine coon;7;84;female;TRUE;42;3.99;black;solid;yellow;TRUE;wet;21;13;Germany;50.110924;8.682127
Maine coon;7;84;male;FALSE;88;10.1;black;solid;yellow;FALSE;wet;40;16;USA;37.77493;-122.41942
Maine coon;7;84;male;TRUE;78;11;red/cream;tabby;yellow;FALSE;wet;29;13;Germany;50.110924;8.682127
Maine coon;7;84;female;TRUE;41;8.23;black;solid;yellow;FALSE;dry;25;13;USA;40.71427;-74.00597
Maine coon;7;84;female;FALSE;52;7.96;black;tortie;yellow;FALSE;wet;30;13;USA;39.29038;-76.61219
Maine coon;7.08;85;female;TRUE;65;6.7;brown/chocolate;solid;yellow;FALSE;wet;26;17;USA;40.71427;-74.00597
Maine coon;7.08;85;female;TRUE;80;5.62;black;solid;yellow;TRUE;wet;11;19;USA;45.52345;-122.67621
Maine coon;7.17;86;male;TRUE;78;11;red/cream;tabby;yellow;FALSE;wet;39;16;USA;39.29038;-76.61219
Maine coon;7.17;86;male;TRUE;65;8.7;brown/chocolate;tabby;yellow;FALSE;wet;11;19;USA;42.35843;-71.05977
Maine coon;7.17;86;male;TRUE;62;7;black;solid;yellow;TRUE;wet;9;17;USA;42.35843;-71.05977
Maine coon;7.17;86;male;TRUE;73;8;black;solid;yellow;FALSE;dry;9;17;USA;37.77493;-122.41942
Maine coon;7.17;86;female;TRUE;48;7.3;black;solid;yellow;FALSE;dry;37;19;USA;37.77493;-122.41942
Maine coon;7.17;86;female;FALSE;49;7;black;solid;yellow;FALSE;wet;27;19;USA;42.35843;-71.05977
Maine coon;7.25;87;female;TRUE;49;6.43;red/cream;solid;yellow;FALSE;dry;37;17;USA;42.35843;-71.05977
Maine coon;7.25;87;female;TRUE;72;5.28;black;solid;green;TRUE;wet;23;19;USA;38.89511;-77.03637
Maine coon;7.25;87;female;FALSE;73;8.14;brown/chocolate;tabby;yellow;FALSE;wet;17;21;USA;42.35843;-71.05977
Maine coon;7.25;87;male;TRUE;69;10.4;red/cream;tabby;yellow;FALSE;wet;37;19;USA;40.71427;-74.00597
Maine coon;7.25;87;male;TRUE;67;8.5;brown/chocolate;tabby;yellow;FALSE;dry;20;17;USA;42.35843;-71.05977
Maine coon;7.42;89;male;TRUE;77;11.3;brown/chocolate;tabby;yellow;TRUE;wet;12;17;USA;42.35843;-71.05977
Maine coon;7.42;89;male;TRUE;52;9;black;solid;yellow;FALSE;wet;9;16;USA;42.35843;-71.05977
Maine coon;7.42;89;male;TRUE;89;10.5;brown/chocolate;solid;yellow;FALSE;dry;10;19;USA;42.35843;-71.05977
Maine coon;7.5;90;male;FALSE;79;8.1;black;solid;green;FALSE;wet;21;13;USA;40.71427;-74.00597
Maine coon;7.5;90;female;FALSE;65;7.86;brown/chocolate;tabby;yellow;FALSE;wet;34;19;USA;38.89511;-77.03637
Maine coon;7.5;90;female;TRUE;51;7.86;black;solid;yellow;FALSE;wet;36;21;USA;37.77493;-122.41942
Maine coon;7.5;90;male;TRUE;48;8.2;black;solid;yellow;TRUE;wet;27;16;USA;40.71427;-74.00597
Maine coon;7.58;91;male;FALSE;85;7.9;black;solid;yellow;FALSE;dry;35;16;USA;47.60621;-122.33207
Maine coon;7.58;91;male;FALSE;85;7.4;black;solid;yellow;FALSE;dry;37;17;USA;39.29038;-76.61219
Maine coon;7.67;92;female;FALSE;34;3.61;black;bicolor;green;FALSE;wet;32;13;USA;38.89511;-77.03637
Maine coon;7.67;92;male;FALSE;79;11.3;black;solid;green;FALSE;wet;19;16;USA;42.35843;-71.05977
Maine coon;7.67;92;male;TRUE;102;10.1;black;solid;yellow;FALSE;wet;16;13;USA;47.60621;-122.33207
Maine coon;7.83;94;female;FALSE;77;5.84;brown/chocolate;tabby;green;FALSE;dry;23;18;USA;42.35843;-71.05977
Maine coon;7.83;94;male;TRUE;56;11.1;black;solid;yellow;FALSE;wet;12;16;USA;37.77493;-122.41942
Maine coon;7.92;95;male;FALSE;75;9.5;black;solid;yellow;FALSE;wet;35;19;USA;40.71427;-74.00597
Maine coon;7.92;95;male;TRUE;81;7.3;red/cream;tabby;yellow;FALSE;wet;17;20;USA;39.29038;-76.61219
Maine coon;7.92;95;male;FALSE;81;7.6;brown/chocolate;tabby;yellow;FALSE;wet;11;13;USA;41.881832;-87.623177
Maine coon;8;96;male;TRUE;97;10.9;black;solid;yellow;TRUE;dry;11;20;USA;45.52345;-122.67621
Maine coon;8.17;98;female;TRUE;40;5.45;black;solid;yellow;FALSE;wet;29;17;USA;39.29038;-76.61219
Maine coon;4;48;female;FALSE;74;5.3;black;tortie;yellow;FALSE;wet;11;13;USA;39.29038;-76.61219
Maine coon;8.25;99;male;TRUE;79;10.4;black;solid;yellow;FALSE;wet;29;20;USA;40.71427;-74.00597
Maine coon;8.33;100;female;FALSE;62;5.49;black;solid;yellow;FALSE;wet;10;18;USA;37.77493;-122.41942
Maine coon;7.67;92;female;TRUE;39;7.98;white;solid;blue;FALSE;wet;37;21;USA;45.52345;-122.67621
Maine coon;8.33;100;female;FALSE;57;8.3;brown/chocolate;tabby;yellow;FALSE;wet;11;18;USA;47.60621;-122.33207
Maine coon;8.42;101;female;TRUE;65;7.79;red/cream;bicolor;yellow;FALSE;wet;15;19;USA;37.77493;-122.41942
Maine coon;7.58;91;female;FALSE;80;7.9;black;solid;yellow;FALSE;wet;38;18;USA;42.35843;-71.05977
Maine coon;8.5;102;male;TRUE;67;10.9;black;solid;green;FALSE;dry;20;20;USA;42.35843;-71.05977
Maine coon;6.17;74;female;TRUE;56;3.9;black;solid;yellow;TRUE;wet;27;13;USA;42.35843;-71.05977
Maine coon;8.58;103;female;TRUE;71;7.05;black;solid;green;FALSE;wet;29;18;USA;47.60621;-122.33207
Maine coon;8.58;103;male;FALSE;85;9.2;red/cream;tabby;green;FALSE;wet;31;20;USA;40.71427;-74.00597
Maine coon;8.58;103;male;FALSE;86;10;red/cream;bicolor;yellow;FALSE;wet;35;19;USA;40.71427;-74.00597
Maine coon;6.42;77;female;TRUE;38;7.82;red/cream;solid;yellow;FALSE;dry;17;16;USA;42.35843;-71.05977
Maine coon;7.83;94;male;TRUE;68;11.6;black;solid;yellow;FALSE;dry;26;21;USA;42.35843;-71.05977
Maine coon;5.42;65;female;TRUE;48;4.15;brown/chocolate;bicolor;yellow;FALSE;wet;36;13;USA;37.77493;-122.41942
Maine coon;8.67;104;female;FALSE;54;7.99;black;solid;yellow;FALSE;dry;27;21;USA;37.77493;-122.41942
Maine coon;5.58;67;female;TRUE;65;5.16;black;solid;yellow;FALSE;wet;13;13;USA;45.52345;-122.67621
Maine coon;6.42;77;female;FALSE;66;5;black;solid;green;FALSE;wet;10;13;USA;38.89511;-77.03637
Maine coon;8.75;105;female;FALSE;55;7.35;black;solid;yellow;FALSE;wet;13;17;USA;39.29038;-76.61219
Maine coon;5;60;female;TRUE;64;5.23;black;solid;yellow;TRUE;dry;37;13;USA;38.89511;-77.03637
Maine coon;7.42;89;female;TRUE;42;7.27;black;solid;yellow;FALSE;dry;12;17;USA;42.35843;-71.05977
Maine coon;8.92;107;female;TRUE;59;7.75;black;solid;yellow;FALSE;wet;18;20;USA;40.71427;-74.00597
Maine coon;8.92;107;female;FALSE;75;6;black;solid;yellow;FALSE;dry;27;16;USA;42.35843;-71.05977
Maine coon;4.83;58;female;TRUE;42;5.12;brown/chocolate;tortie;yellow;FALSE;wet;36;13;USA;38.89511;-77.03637
Maine coon;7.33;88;female;FALSE;79;8.5;black;solid;green;FALSE;wet;12;17;USA;40.71427;-74.00597
Maine coon;8.92;107;female;TRUE;36;5.77;brown/chocolate;tabby;yellow;FALSE;wet;5;16;USA;40.71427;-74.00597
Maine coon;8.92;107;female;TRUE;46;8.07;black;solid;yellow;TRUE;wet;16;20;USA;41.881832;-87.623177
Maine coon;8.92;107;female;TRUE;36;6.95;white;solid;yellow;FALSE;wet;26;19;USA;40.71427;-74.00597
Maine coon;7.58;91;male;FALSE;65;9.7;brown/chocolate;tabby;yellow;FALSE;wet;39;20;USA;40.71427;-74.00597
Maine coon;9;108;female;TRUE;64;6.93;brown/chocolate;tabby;yellow;FALSE;dry;34;20;USA;40.71427;-74.00597
Maine coon;9;108;male;TRUE;83;11.3;black;solid;yellow;FALSE;wet;15;21;USA;42.35843;-71.05977
Maine coon;9;108;male;TRUE;83;11.6;red/cream;solid;yellow;FALSE;wet;37;20;USA;47.60621;-122.33207
Maine coon;9;108;male;TRUE;75;9.7;red/cream;solid;yellow;TRUE;dry;12;19;USA;40.71427;-74.00597
Maine coon;9.08;109;male;FALSE;60;8.3;black;solid;yellow;FALSE;wet;13;20;USA;40.71427;-74.00597
Maine coon;9.08;109;male;FALSE;61;7.9;black;solid;yellow;FALSE;dry;18;19;USA;39.29038;-76.61219
Maine coon;9.17;110;male;TRUE;88;10.5;black;solid;yellow;FALSE;wet;10;19;USA;40.71427;-74.00597
Maine coon;8.5;102;female;FALSE;70;6.01;black;solid;yellow;FALSE;wet;37;21;USA;38.89511;-77.03637
Maine coon;9.25;111;male;TRUE;66;11.3;red/cream;solid;yellow;FALSE;wet;12;19;USA;42.35843;-71.05977
Maine coon;9.25;111;male;TRUE;69;9.5;black;solid;yellow;FALSE;wet;25;19;USA;40.71427;-74.00597
Maine coon;8.17;98;male;TRUE;52;8.7;black;solid;yellow;FALSE;wet;23;20;USA;42.35843;-71.05977
Maine coon;9.33;112;male;TRUE;65;6.2;black;solid;yellow;FALSE;wet;21;21;USA;38.89511;-77.03637
Maine coon;9.33;112;female;TRUE;64;5.18;black;solid;yellow;FALSE;wet;45;18;USA;39.29038;-76.61219
Maine coon;9.42;113;female;TRUE;49;6.45;brown/chocolate;tabby;yellow;TRUE;wet;23;16;USA;47.60621;-122.33207
Maine coon;4.92;59;female;FALSE;78;5.1;black;solid;yellow;FALSE;wet;21;13;USA;40.71427;-74.00597
Maine coon;9.42;113;male;FALSE;69;8.7;black;bicolor;yellow;FALSE;wet;31;19;USA;38.89511;-77.03637
Maine coon;8.17;98;male;FALSE;67;7;black;solid;yellow;FALSE;dry;22;20;USA;39.29038;-76.61219
Maine coon;6.5;78;female;FALSE;51;5.3;black;tortie;yellow;FALSE;wet;11;13;USA;40.71427;-74.00597
Maine coon;9.5;114;male;TRUE;87;7.3;black;solid;yellow;FALSE;dry;16;20;USA;47.60621;-122.33207
Maine coon;9.5;114;female;TRUE;46;8.34;black;solid;yellow;FALSE;wet;24;17;USA;39.29038;-76.61219
Maine coon;9.58;115;female;TRUE;76;7.11;brown/chocolate;tabby;yellow;FALSE;wet;15;20;USA;41.881832;-87.623177
Maine coon;7.67;92;male;TRUE;55;8.4;red/cream;tabby;yellow;FALSE;dry;18;21;USA;37.77493;-122.41942
Maine coon;4.92;59;female;FALSE;48;4.86;black;solid;yellow;FALSE;wet;16;16;USA;38.89511;-77.03637
Maine coon;9.58;115;male;TRUE;78;12.1;black;bicolor;yellow;FALSE;dry;10;19;USA;47.60621;-122.33207
Maine coon;9.67;116;female;FALSE;65;6.61;brown/chocolate;tabby;yellow;FALSE;dry;23;21;USA;42.35843;-71.05977
Maine coon;7.58;91;male;TRUE;59;8.1;black;solid;yellow;FALSE;wet;38;18;USA;42.35843;-71.05977
Maine coon;9.67;116;female;FALSE;54;8.13;black;solid;yellow;FALSE;dry;11;21;USA;40.71427;-74.00597
Maine coon;9.75;117;male;TRUE;74;7.4;brown/chocolate;tabby;yellow;TRUE;dry;16;18;USA;38.89511;-77.03637
Maine coon;7;84;male;TRUE;63;8.9;black;solid;yellow;FALSE;dry;17;16;USA;42.35843;-71.05977
Maine coon;4.08;49;female;FALSE;37;3.51;white;solid;blue;FALSE;dry;17;16;USA;40.71427;-74.00597
Maine coon;6.5;78;male;TRUE;70;10.9;black;solid;yellow;FALSE;wet;19;13;USA;40.71427;-74.00597
Maine coon;9.83;118;female;FALSE;76;8.58;black;tortie;yellow;FALSE;dry;28;19;USA;40.71427;-74.00597
Maine coon;9.83;118;female;FALSE;72;7.57;brown/chocolate;tabby;green;FALSE;wet;17;19;USA;40.71427;-74.00597
Maine coon;7.17;86;male;TRUE;48;7.8;red/cream;tabby;yellow;FALSE;wet;27;17;USA;39.29038;-76.61219
Maine coon;10.25;123;female;TRUE;60;8.22;black;solid;yellow;FALSE;dry;9;21;USA;38.89511;-77.03637
Maine coon;6.33;76;female;TRUE;65;5.4;black;solid;yellow;FALSE;wet;25;13;USA;38.89511;-77.03637
Maine coon;10;120;female;FALSE;53;6.5;black;tortie;yellow;FALSE;dry;14;17;USA;42.35843;-71.05977
Ragdoll;0.25;3;female;TRUE;21;3.1;red/cream;bicolor;blue;FALSE;wet;60;10;USA;38.89511;-77.03637
Ragdoll;0.33;4;male;FALSE;21;3;red/cream;colorpoint;blue;FALSE;dry;21;16;USA;37.77493;-122.41942
Ragdoll;0.33;4;female;FALSE;21;3;seal;tortie;green;FALSE;wet;31;16;UK;51.507351;-0.127758
Ragdoll;0.33;4;male;FALSE;21;3;seal;colorpoint;blue;FALSE;wet;16;17;UK;53.480759;-2.242631
Ragdoll;0.33;4;female;FALSE;21;3.3;red/cream;bicolor;blue;FALSE;dry;14;16;UK;52.486244;-1.890401
Ragdoll;0.33;4;female;TRUE;22;3.2;seal;colorpoint;green;FALSE;dry;16;20;UK;53.480759;-2.242631
Ragdoll;0.33;4;female;FALSE;22;3.2;seal;colorpoint;blue;FALSE;wet;46;15;UK;51.507351;-0.127758
Ragdoll;0.33;4;male;FALSE;22;3.2;seal;colorpoint;blue;FALSE;wet;48;21;UK;51.507351;-0.127758
Ragdoll;0.42;5;female;FALSE;22;3.2;seal;bicolor;green;FALSE;wet;27;13;UK;51.507351;-0.127758
Ragdoll;0.42;5;male;FALSE;22;3.2;red/cream;bicolor;blue;FALSE;wet;29;13;UK;53.408371;-2.991573
Ragdoll;0.42;5;male;FALSE;23;3.5;red/cream;colorpoint;blue;FALSE;wet;49;11;UK;53.480759;-2.242631
Ragdoll;6.5;78;male;FALSE;26;4.2;red/cream;bicolor;blue;FALSE;wet;42;13;UK;51.507351;-0.127758
Ragdoll;0.42;5;female;FALSE;26;3.7;red/cream;bicolor;blue;FALSE;wet;28;12;UK;53.800755;-1.549077
Ragdoll;6.67;80;female;FALSE;26;4;seal;colorpoint;blue;FALSE;wet;27;16;UK;53.408371;-2.991573
Ragdoll;3.25;39;male;FALSE;25;4.3;seal;colorpoint;blue;FALSE;wet;18;13;UK;53.800755;-1.549077
Ragdoll;0.42;5;female;TRUE;21;3.9;seal;colorpoint;green;FALSE;wet;48;14;UK;51.507351;-0.127758
Ragdoll;4;48;female;FALSE;27;4.4;seal;colorpoint;green;FALSE;wet;26;13;UK;53.408371;-2.991573
Ragdoll;0.5;6;female;FALSE;25;3.8;seal;colorpoint;blue;FALSE;wet;18;15;UK;51.507351;-0.127758
Ragdoll;3.42;41;male;FALSE;30;4.8;seal;colorpoint;blue;FALSE;wet;31;13;UK;52.486244;-1.890401
Ragdoll;3;36;male;FALSE;26;4.9;red/cream;bicolor;blue;FALSE;wet;20;16;UK;52.486244;-1.890401
Ragdoll;1.08;13;male;FALSE;29;4;red/cream;colorpoint;green;FALSE;wet;46;16;UK;53.408371;-2.991573
Ragdoll;6.5;78;female;FALSE;26;4.1;seal;tortie;blue;FALSE;wet;22;13;UK;51.507351;-0.127758
Ragdoll;2.92;35;male;FALSE;29;5;seal;colorpoint;blue;FALSE;wet;21;16;USA;40.71427;-74.00597
Ragdoll;1.5;18;male;FALSE;30;5.3;red/cream;colorpoint;blue;FALSE;wet;11;17;USA;38.89511;-77.03637
Ragdoll;0.5;6;male;FALSE;30;4.2;red/cream;bicolor;amber;FALSE;wet;43;11;Germany;48.137154;11.576124
Ragdoll;6.92;83;female;FALSE;22;4;lilac;bicolor;green;FALSE;wet;34;13;Germany;52.520008;13.404954
Ragdoll;0.58;7;female;FALSE;20;4.3;brown/chocolate;colorpoint;green;FALSE;wet;28;14;Germany;52.520008;13.404954
Ragdoll;3.42;41;female;FALSE;22;4.4;seal;colorpoint;blue;FALSE;wet;14;16;Germany;52.520008;13.404954
Ragdoll;0.58;7;female;TRUE;21;3.9;seal;colorpoint;blue;FALSE;wet;21;12;Germany;50.110924;8.682127
Ragdoll;0.58;7;female;FALSE;24;3.7;brown/chocolate;colorpoint;blue;FALSE;wet;17;13;Germany;50.110924;8.682127
Ragdoll;4.67;56;male;FALSE;26;4.5;seal;bicolor;blue;FALSE;wet;37;13;Germany;50.110924;8.682127
Ragdoll;1.33;16;female;FALSE;28;4.4;seal;colorpoint;blue;FALSE;dry;36;19;Germany;48.137154;11.576124
Ragdoll;0.67;8;female;TRUE;23;3.8;seal;colorpoint;green;FALSE;wet;26;21;Germany;51.227741;6.773456
Ragdoll;0.67;8;female;TRUE;22;3.8;seal;colorpoint;green;FALSE;wet;38;17;Germany;48.137154;11.576124
Ragdoll;0.67;8;female;TRUE;21;3.7;brown/chocolate;colorpoint;blue;FALSE;wet;47;16;Germany;48.137154;11.576124
Ragdoll;0.67;8;male;TRUE;31;4.3;red/cream;bicolor;blue;FALSE;wet;56;20;Germany;50.110924;8.682127
Ragdoll;0.75;9;female;TRUE;25;3.8;seal;colorpoint;blue;FALSE;wet;32;19;Germany;51.227741;6.773456
Ragdoll;3.08;37;male;TRUE;25;4.5;brown/chocolate;colorpoint;blue;FALSE;wet;19;16;Germany;52.520008;13.404954
Ragdoll;1.67;20;female;TRUE;22;4.3;seal;bicolor;green;FALSE;dry;45;19;Germany;48.137154;11.576124
Ragdoll;0.83;10;female;TRUE;26;3.5;seal;colorpoint;blue;FALSE;dry;53;20;Germany;50.110924;8.682127
Ragdoll;0.83;10;female;TRUE;24;3.9;seal;tortie;blue;FALSE;wet;42;20;Germany;52.520008;13.404954
Ragdoll;1.42;17;female;FALSE;21;4.3;seal;colorpoint;blue;FALSE;dry;30;19;USA;37.77493;-122.41942
Ragdoll;1;12;female;FALSE;28;4.4;seal;colorpoint;blue;FALSE;wet;16;18;USA;40.71427;-74.00597
Ragdoll;4.08;49;female;FALSE;26;4.3;seal;tortie;blue;FALSE;wet;9;17;USA;38.89511;-77.03637
Ragdoll;1;12;male;TRUE;31;4.4;brown/chocolate;colorpoint;blue;TRUE;dry;17;15;USA;38.89511;-77.03637
Ragdoll;1;12;female;FALSE;26;3.9;seal;colorpoint;blue;FALSE;dry;11;17;USA;38.89511;-77.03637
Ragdoll;1;12;female;FALSE;26;4;seal;colorpoint;blue;FALSE;wet;17;19;USA;47.60621;-122.33207
Ragdoll;4.25;51;male;TRUE;28;4.8;red/cream;bicolor;green;FALSE;wet;14;13;USA;45.52345;-122.67621
Ragdoll;1.08;13;female;TRUE;21;3.8;seal;bicolor;blue;FALSE;wet;22;20;USA;47.60621;-122.33207
Ragdoll;1.17;14;female;TRUE;24;3.9;brown/chocolate;colorpoint;blue;FALSE;wet;34;21;USA;47.60621;-122.33207
Ragdoll;4.75;57;male;TRUE;27;4.7;brown/chocolate;colorpoint;blue;FALSE;dry;16;13;USA;40.71427;-74.00597
Ragdoll;1.17;14;female;TRUE;26;4.1;seal;colorpoint;blue;FALSE;wet;38;18;USA;41.881832;-87.623177
Ragdoll;1.17;14;female;FALSE;22;3.8;brown/chocolate;colorpoint;blue;FALSE;dry;4;20;Canada;45.508888;-73.561668
Ragdoll;1.17;14;female;TRUE;20;4.3;seal;colorpoint;green;FALSE;dry;30;15;Canada;45.42153;-75.697193
Ragdoll;1.25;15;female;TRUE;26;3.8;seal;tortie;blue;FALSE;dry;27;18;Canada;45.42153;-75.697193
Ragdoll;1.25;15;female;TRUE;21;3.5;seal;colorpoint;blue;FALSE;wet;34;17;Canada;45.508888;-73.561668
Ragdoll;1.25;15;female;TRUE;27;3.8;seal;colorpoint;blue;FALSE;dry;19;20;Canada;49.246292;-123.116226
Ragdoll;1.25;15;male;TRUE;25;4.7;brown/chocolate;colorpoint;blue;FALSE;dry;22;18;Canada;51.049999;-114.066666
Ragdoll;1.33;16;female;TRUE;27;3.6;seal;colorpoint;blue;TRUE;wet;38;16;Canada;51.049999;-114.066666
Ragdoll;1.42;17;female;TRUE;21;3.8;brown/chocolate;colorpoint;blue;FALSE;dry;29;21;Canada;45.508888;-73.561668
Ragdoll;1.42;17;female;TRUE;28;4.2;seal;bicolor;blue;FALSE;wet;19;21;Canada;51.049999;-114.066666
Ragdoll;1.42;17;female;TRUE;27;4.1;seal;bicolor;blue;FALSE;dry;36;19;Canada;43.65107;-79.347015
Ragdoll;1.5;18;male;FALSE;29;5.1;brown/chocolate;colorpoint;blue;FALSE;dry;3;18;UK;53.800755;-1.549077
Ragdoll;1.5;18;female;TRUE;23;3.9;seal;colorpoint;blue;FALSE;dry;4;20;UK;53.800755;-1.549077
Ragdoll;1.5;18;male;TRUE;28;4.1;brown/chocolate;colorpoint;blue;FALSE;dry;37;17;UK;53.408371;-2.991573
Ragdoll;1.5;18;male;FALSE;28;4.4;seal;colorpoint;blue;FALSE;wet;10;21;UK;53.800755;-1.549077
Ragdoll;4;48;female;TRUE;27;4.5;seal;colorpoint;blue;FALSE;wet;23;15;UK;53.800755;-1.549077
Ragdoll;3.42;41;male;TRUE;28;4.9;brown/chocolate;colorpoint;blue;TRUE;wet;10;15;UK;53.800755;-1.549077
Ragdoll;1.58;19;male;FALSE;28;4.4;red/cream;bicolor;blue;FALSE;wet;35;19;UK;53.800755;-1.549077
Ragdoll;1.58;19;female;TRUE;22;4.2;seal;colorpoint;blue;FALSE;wet;30;18;UK;52.486244;-1.890401
Ragdoll;1.58;19;female;FALSE;26;4.1;seal;colorpoint;blue;FALSE;wet;20;20;UK;52.486244;-1.890401
Ragdoll;5.67;68;male;TRUE;26;4.7;seal;colorpoint;blue;FALSE;dry;18;15;UK;51.507351;-0.127758
Ragdoll;5.67;68;female;TRUE;27;4.9;seal;colorpoint;green;FALSE;dry;12;16;UK;51.507351;-0.127758
Ragdoll;1.67;20;male;FALSE;31;4.7;seal;colorpoint;blue;FALSE;wet;30;19;UK;53.800755;-1.549077
Ragdoll;1.67;20;female;TRUE;20;3.5;seal;tortie;blue;FALSE;wet;32;20;UK;53.480759;-2.242631
Ragdoll;3.92;47;male;TRUE;28;5;seal;colorpoint;blue;FALSE;wet;2;15;UK;53.800755;-1.549077
Ragdoll;1.75;21;male;FALSE;29;4.1;seal;colorpoint;blue;TRUE;wet;11;17;Canada;49.246292;-123.116226
Ragdoll;1.83;22;female;TRUE;28;4;seal;colorpoint;blue;FALSE;wet;25;16;Canada;49.246292;-123.116226
Ragdoll;1.83;22;male;TRUE;26;4.9;seal;colorpoint;blue;FALSE;dry;32;21;Canada;51.049999;-114.066666
Ragdoll;1.83;22;female;TRUE;24;3.8;seal;colorpoint;blue;FALSE;wet;4;17;Canada;43.65107;-79.347015
Ragdoll;1.92;23;male;TRUE;31;4.8;seal;mitted;blue;FALSE;dry;35;19;Canada;49.246292;-123.116226
Ragdoll;4.5;54;male;TRUE;26;5.1;seal;colorpoint;blue;FALSE;wet;12;15;Canada;51.049999;-114.066666
Ragdoll;4;48;male;TRUE;30;5;red/cream;bicolor;green;FALSE;wet;13;15;Canada;51.049999;-114.066666
Ragdoll;4.25;51;male;FALSE;30;5.2;seal;colorpoint;blue;FALSE;dry;7;15;Canada;45.508888;-73.561668
Ragdoll;2;24;female;TRUE;21;4;brown/chocolate;colorpoint;blue;FALSE;dry;22;17;Canada;45.42153;-75.697193
Ragdoll;2;24;male;TRUE;27;4.9;red/cream;colorpoint;green;FALSE;dry;29;15;Canada;45.508888;-73.561668
Ragdoll;2;24;female;TRUE;20;3.5;seal;colorpoint;blue;FALSE;wet;20;15;Canada;45.42153;-75.697193
